gene name,geneId,adipose tissue,adrenal gland,appendix,bone marrow,breast,cerebral cortex,"cervix, uterine",colon,duodenum,endometrium,epididymis,esophagus,fallopian tube,gallbladder,heart muscle,kidney,liver,lung,lymph node,ovary,pancreas,parathyroid gland,placenta,prostate,rectum,salivary gland,seminal vesicle,skeletal muscle,skin,small intestine,smooth muscle,spleen,stomach,testis,thyroid gland,tonsil,urinary bladder,max,min,std diviacija,mediana
CHST7,ENSG00000147119,7.1,4.6,2.4,1.6,1.8,6.8,6.9,1.4,0.8,3.7,0.6,1,2.1,3.2,2.3,1.6,2.8,3,2,10.8,0.3,1.4,3,1.8,0.8,0.4,2.1,0.7,0.8,1.6,2.2,12.8,1.4,2.3,1.5,0.7,1.3,12.8,0.3,2.746850245,1.8
KRBOX4,ENSG00000147121,13.2,11.8,12.5,4.1,17.4,22.4,17,7.1,6.6,29.3,27.2,7.6,21,18.5,5.8,10.3,7.1,17,16.6,21.9,1.7,22.1,24.8,21.2,9.9,3.5,15.9,2.6,13.4,7.9,22,22.8,8,10.1,21.8,11.5,12.9,29.3,1.7,7.29134492,13.2
NDUFB11,ENSG00000147123,36.9,81.5,48.4,35.3,44.6,60.7,46.2,44.7,47,39.3,49.5,32.2,55.2,27.5,52.7,47.5,34.1,40,42.8,31.9,14.9,44,37.9,49.6,42.9,24.5,46.7,129.1,33.7,49.5,42.8,41.5,39.7,22.1,59,38.2,29.3,129.1,14.9,18.33689993,42.8
ZNF41,ENSG00000147124,4.9,4.3,8.2,0.9,7.8,6.7,9.3,6,4.2,8.6,4.3,5,6.9,6.8,6.5,5.7,2.5,7.9,7.4,6.4,0.6,19.4,7.1,8.1,7.7,1.9,6.5,6.7,5.6,4.7,7.9,8.5,5,4.2,11.8,6.8,6.5,19.4,0.6,3.120988587,6.5
RAB41,ENSG00000147127,0.2,1.1,0.8,0.2,0,5,0,0.2,0.4,0.4,0,0.3,0.1,0.8,0.3,0.3,0,0.5,0.5,1,0,0,0.3,0.4,0,0.4,0,0.1,1.6,0.8,0,0.7,0.2,7,1.3,0,0.7,7,0,1.348949216,0.3
ZMYM3,ENSG00000147130,7.7,18.7,11.4,4.5,9.2,26.3,15.4,6.9,7.2,23.1,22.6,8.7,31.7,15.4,6.3,10,4.3,16.5,14.1,44,1.7,23.8,11.3,22.6,8.6,5.1,23.9,3.7,13.5,8.1,21.7,18,8.7,31.5,21.1,10,10.4,44,1.7,9.225038973,11.4
TAF1,ENSG00000147133,11.6,10.4,15.5,8,14.5,11.7,18,9.8,6.7,23.6,12.7,7.9,19.5,12.3,4.6,8.2,3.8,13.6,15.2,18.7,2.1,26.2,15,16.1,11.1,2.8,14,3.1,13.5,9.7,17.2,21.1,10.2,13.3,22.2,11.9,10.2,26.2,2.1,5.740371301,12.3
GPR174,ENSG00000147138,0.3,0.7,12.6,2.2,1.7,0.1,1,1.7,2.7,1.3,1.4,0.5,0.7,3.4,0.5,0.2,0.7,3.4,29.8,0.4,0,0.1,0.4,1.7,3.1,0.9,0.3,0,0.3,3.6,0.7,16.7,2.8,0.5,0.8,17.2,4.7,29.8,0,6.027048843,0.9
NONO,ENSG00000147140,101.4,150.5,145.2,115,138.8,134,153.8,102.2,93.8,215.7,143.2,108,194.5,178.3,50.8,113.3,66.6,128.6,179,245.9,26,184.3,148.7,163.2,123.5,45,132.5,27.5,128.8,102.7,179.4,146.8,90.4,106.1,209,167.5,134,245.9,26,49.7283315,134
CCDC120,ENSG00000147144,1.5,1.5,2.9,1.5,3.9,3.3,4.6,2.9,9,4.1,7,10.8,5.7,4.1,0.4,2.1,0.9,4.7,2.3,4.7,0.9,6.7,5.9,5.6,2.5,3,5.7,0.2,17.9,8.3,2.5,3.3,5.4,3.4,4.2,3.6,3.4,17.9,0.2,3.255117901,3.6
LPAR4,ENSG00000147145,0.5,0,0.5,0.1,0.9,2.2,0.9,0.3,0,1.8,0.3,0.7,0.5,1.2,0.5,0.1,0,0.1,0.1,4.5,0,0,0.1,0.3,0.5,0.1,0.1,0,0.7,0.3,0.7,0.2,0.1,0.6,0.1,0.4,0.6,4.5,0,0.816538329,0.3
EBP,ENSG00000147155,7.8,45.4,11.7,17.9,11.3,17.8,11.6,30,41.2,11.8,9.7,18,13.9,8.9,11.9,22.8,91.3,19.1,12.4,9.5,3.3,21.1,6.8,31,39.4,6.8,11.3,1.9,18.9,32.4,14,15.5,18.3,15.7,13.2,17.5,8.9,91.3,1.9,15.70491123,14
AWAT2,ENSG00000147160,0,0,0,0,2,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,1.2,0,0,0,0,0.5,0,0,0,2,0,0.378590674,0
OGT,ENSG00000147162,28.9,40.3,50.3,38.2,55.1,44.1,34.9,28.3,30.5,65.7,75.2,19.5,54.1,41.1,18.9,31.5,12.7,48.8,82.6,52.1,4.8,53.9,37.7,55.1,43.6,21.3,37.1,18.5,73.5,35.3,36.8,83.2,35.5,26.3,52.3,53,27.4,83.2,4.8,18.47795559,38.2
SNX12,ENSG00000147164,25.7,41.4,29.5,13.8,32.1,46.1,39.3,30.4,30.1,49.5,39.2,42.4,43.4,37.6,21.1,39.5,11.2,33.5,21.2,39.6,3.6,59,42.9,45.3,33.8,9.1,52.9,13,39.5,37.3,50.9,27.1,26.1,26.9,54.2,23,39,59,3.6,13.07280618,37.3
ITGB1BP2,ENSG00000147166,0.9,0.7,2,0.9,0.5,0.7,1.1,1.9,1,10.5,3.7,4.6,1,3.9,52.9,0.5,0.3,0.7,1.1,0.8,0,0.2,0.5,9.8,2,0,13.8,16,0.6,0.9,23.1,0.6,0.4,1.6,0.4,0.6,4.9,52.9,0,9.511766578,0.9
IL2RG,ENSG00000147168,16.2,9.1,182.3,63.3,17.4,4.9,16.2,97,52.6,13.3,10.4,16.7,11.7,47.2,3.8,6.6,10.4,76.6,273.3,7.2,0.9,1.6,25.4,13.8,128.7,9.1,8.3,1,20.9,94,18.9,170.6,37.6,5.3,7.3,279.4,57,279.4,0.9,70.52400718,16.2
GCNA,ENSG00000147174,1.1,5.9,1.7,0.8,0.8,1.3,0.7,0.6,0.8,1.1,1.1,0.3,1.1,1.1,0.4,0.6,0.2,1.3,2.3,1.2,0.1,0.5,0.5,0.7,0.8,0.4,0.5,0.8,1.5,1,1.1,2.4,0.6,20.6,1.4,0.9,0.7,20.6,0.1,3.306045108,0.8
ZNF711,ENSG00000147180,1.6,18.6,2.1,4.4,6.9,32.7,8.7,2.4,3.1,15.4,3.4,2.1,7.6,6.5,2.4,5.5,0.3,2.7,2.7,11.6,0.9,2.1,11,6.6,1.9,1.8,3.7,0.6,14.5,5,4.9,7,2.7,69.8,6.8,2.3,3.1,69.8,0.3,12.03216774,3.7
CPXCR1,ENSG00000147183,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,11.5,0,1.864245882,0
DIAPH2,ENSG00000147202,11.8,4.4,8.6,11.4,5.4,5.4,10,8.5,4.4,9.1,4.2,8.6,10.2,9,3.1,3.4,6.4,12.2,4.4,9.4,1,10.3,17.8,9.9,9.6,2.7,10.6,2.9,4.9,5.9,10.8,5.3,7,17.6,4.2,3.6,7.7,17.8,1,3.821076837,7.7
NXF3,ENSG00000147206,0.5,0.6,0.2,2.6,0,0.1,2.1,0.3,0.6,0.3,13.5,0.1,39.8,11.6,0.1,0.3,0.5,4.7,0.2,0.1,0,0.1,0.1,0.1,1.1,0.3,0.2,0,0,2.3,0,0.4,0.1,71.8,0,0,0.1,71.8,0,13.20334752,0.2
RIPPLY1,ENSG00000147223,0.1,0.6,0,0,0.1,0,0,0,0,0,0.3,0,0.1,0,0,2.3,3,0.1,0,0,0,0,0.1,0.1,0,0,1.2,0,0,0,0,0,0,0.2,0.1,0,0,3,0,0.62445886,0
PRPS1,ENSG00000147224,25.9,34.9,38.9,33.8,23.1,61.7,28.5,15.1,10.7,39.6,17.8,14.6,39.7,22.9,14.1,28.5,26.2,29,48.1,36.7,4.2,45.7,21.1,34.3,19.4,6.7,24.4,15,11.8,12,42.3,34,14.3,26.2,73.9,39.8,24.5,73.9,4.2,14.67952018,26.2
CXorf57,ENSG00000147231,1,9.4,1.9,0.4,1.7,8.3,2.1,0.8,1.1,5.1,2.6,0.9,6.1,1,0.6,2.7,0.7,3.6,3.8,8.2,0.3,0.1,5.1,1.3,0.9,0.2,1.7,0.5,3,1.4,1.3,2.6,2.5,7.2,4.6,1.9,4.4,9.4,0.1,2.45751631,1.9
FRMPD3,ENSG00000147234,0.1,0.4,0.6,0,0.4,5.9,0.2,0.1,0,0.6,0.1,0.1,0.4,0.5,0,0,0,0.2,1,6.7,0,0,0,0.6,0.2,0.1,1.9,0,0.1,0,1,0.2,0,0.6,5.5,0.5,0.1,6.7,0,1.618050121,0.2
HTR2C,ENSG00000147246,0,0,0,0,0,3.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,3.1,0,0.506149185,0
DOCK11,ENSG00000147251,34,10.9,20.7,21.7,10.3,4.6,10.2,5.4,3.1,7.6,11.9,6.6,3.9,13.5,1.6,6.5,1.7,21.2,27.3,2.1,0.3,4.6,18.3,5,6.4,1.3,4.3,0.5,3.8,5.4,12.8,22.5,5.1,4.4,16.4,16.5,10.8,34,0.3,8.096829994,6.5
IGSF1,ENSG00000147255,1.1,13.1,0.8,0.1,3,8.7,3.4,0.4,0.4,1.8,1.7,1.4,2.5,1.4,3.3,0.6,0.7,0.2,0.2,1.2,0.3,0.1,1,5.5,0.4,0.8,7.3,0.1,0.9,0.5,4.2,0.1,0.4,20,7.8,0.5,0.1,20,0.1,4.08007326,0.9
ARHGAP36,ENSG00000147256,0.2,137.8,0.1,0,1.9,7.4,0.3,0,0,0,0,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0,0,0.6,0,0,0,0,0,1.6,0,0,0,137.8,0,22.32186427,0
GPC3,ENSG00000147257,91.2,35.4,4.8,0,51.5,1.6,7.4,6.4,2.6,16.3,63.7,8.8,18.5,23.2,8.1,104.5,2.8,130.6,3.1,14.1,4.6,2.2,845,15.3,5.2,4.5,14.2,0.5,4.4,6,11,5.7,10.1,6.9,12.2,10.9,10.9,845,0,137.0581163,8.8
GPR119,ENSG00000147262,0,0,0,0,0,0,0,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.4,0,0,0,0,0.5,0,0,0.5,0.2,0,0,0,0.6,0,0.17419333,0
RBMX,ENSG00000147274,90.5,74.9,108.4,109.9,145.2,78.2,153.2,82.2,78.3,231.4,104.5,71.1,189.7,108,47.5,83,34.2,107.1,137.3,296.7,12.7,143.2,115,137.2,112,26.2,115.1,29.9,76.9,83.2,175.9,122.7,65.8,65.3,154.9,133.1,89.9,296.7,12.7,55.50566854,107.1
MCPH1,ENSG00000147316,6.5,6.5,7.9,15.8,9.8,9.4,10.9,5.4,4.9,13.6,6.3,6.9,10,7.9,3.6,6.6,3.2,8.4,11,9.5,1.4,11.4,11.4,12,6.3,2.7,7.8,3.4,6.1,6.4,10,10.5,6.2,19.5,13.2,7.7,7.5,19.5,1.4,3.680053037,7.8
MFHAS1,ENSG00000147324,6.8,2.9,11.7,7.9,2.8,9.8,10.4,10.4,6.6,9.3,4.3,6.7,11.3,9.4,3.2,10.4,2.5,15.9,12.9,3.7,1.1,8,13.7,9.1,13.1,1.3,6.6,0.5,6.5,7,12.7,16.6,6.3,12.6,7.8,8.3,8,16.6,0.5,4.068902538,8
FBXO25,ENSG00000147364,14.1,21.5,9.5,5.3,20,15.2,15.8,16.7,13.1,14.5,20.1,11.1,15.9,15.6,9.8,17.2,12.9,16.7,13.5,11.7,5.7,20.1,10.9,41.5,22.3,7.1,15.5,5.2,13.4,12.2,16.5,11.7,12.8,151.3,34.7,11.3,15.5,151.3,5.2,23.12965046,14.5
FATE1,ENSG00000147378,0.4,0,0.2,0,0,0.9,0,0,0.3,0.2,0,0,0.1,0.1,0.2,0.1,0,0.3,0.1,0.1,0,0,0,0,0.1,0,0.1,0.1,0,0.4,0.1,0.2,0.2,308.4,0.4,0,0.2,308.4,0,49.98950277,0.1
MAGEA4,ENSG00000147381,0.1,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0.7,0,0,0,6.3,0,0,0,0,0,0,0.1,0,0,0.1,44.7,0,0,0,44.7,0,7.285484934,0
NSDHL,ENSG00000147383,26.6,35.6,13.9,5.6,17.3,29.8,22.6,14,17.6,19.8,54.1,33.2,24.2,12.5,10,15.7,26.1,19.3,10.5,12.4,1.7,19.2,14.8,24.1,14.9,4.2,30.1,3.1,17.8,13.7,18.4,10.6,12,16,21.7,16.4,10.1,54.1,1.7,9.913858345,16.4
ZNF185,ENSG00000147394,5,15,7.6,5.5,15.3,3.9,105.3,4.4,1.8,38.1,400.1,278.4,25.6,10.5,1.2,10.1,1,18.2,5.1,7.1,0.9,5.6,35.8,39.8,4.6,4,202.3,1,63.9,2.9,15.4,6.2,7.1,6.4,35.9,36.7,8.2,400.1,0.9,81.7564226,7.6
CETN2,ENSG00000147400,32.8,51.8,26,15.7,48.8,58.6,93.4,24.6,14.8,93.4,136.5,39.9,374.6,48.3,21.8,74.7,15.5,57.7,17.6,68.3,4.3,54.2,29.8,79.1,27.6,9.4,104.5,5.7,19.4,18.6,77.5,21.7,18,41.7,109.1,19.1,35.2,374.6,4.3,62.36889126,35.2
RPL10,ENSG00000147403,2342.3,2499.4,2865.3,2851.4,5884.6,989,5551.7,2599.3,1974.7,4846.7,2837,2869.6,7163.7,3102.5,1561.9,1512,1217.4,3118.5,4959.8,9682.7,1312.3,2042.5,2673.6,3553.3,3110.3,1768.3,3111.6,1442.4,3998.3,2198.1,4267.7,3357.3,1897.5,703.4,4140.5,4784.7,3324.2,9682.7,703.4,1792.009013,2865.3
CSGALNACT1,ENSG00000147408,22,15.9,12,7.1,8.9,37.2,27.1,3.3,3.5,11.7,6.2,34.6,19.6,24.7,24.3,6.4,1.4,17.3,8.4,68.4,1.4,8.7,55.3,50.8,2.6,2.9,13.5,2,3.5,3.5,17.5,11.6,6.3,4.8,145.2,8.1,20.3,145.2,1.4,26.13575728,11.6
ATP6V1B2,ENSG00000147416,48.8,100.1,98.3,28,42.8,304.2,45.7,37.3,43.9,45.7,37.4,44.1,42.8,61.2,24.9,149.4,24.9,91.3,59.4,33.6,6.9,75.9,71.4,45.2,47,12.1,37.5,18,58.1,63.9,57.7,81.4,27.4,123.6,55.6,44.2,45.2,304.2,6.9,50.06980255,45.7
CCDC25,ENSG00000147419,15.6,26.3,16.1,3,21.7,25.6,15.3,14.1,35.6,16.7,17.4,15.8,20.7,18.6,7.9,23.9,17,13,16.3,13.4,3.4,25.3,15.2,18.8,17.3,5.7,17.2,9.8,12.1,33.5,15.2,14.4,18.5,20.2,31.3,13,13.7,35.6,3,7.173542208,16.3
HMBOX1,ENSG00000147421,5.4,9,6.9,7.3,5.1,8.9,5.9,3.8,3,7.3,3.8,3.5,6.2,6.7,3,4.8,2.2,6.9,6.4,7.5,0.7,9.5,9.8,4.8,4.3,1.2,3.5,0.9,5.3,4.9,7.7,8,4.1,13.9,10.4,5.5,5.2,13.9,0.7,2.768375093,5.4
CHRNB3,ENSG00000147432,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,2.6,0,0.431214501,0
CHRNA6,ENSG00000147434,0,0.5,0.1,0,0.2,0.3,0.3,0,0,0.3,0,0,0.5,0,0,0.2,0,0.1,0.1,0.1,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.4,0.2,0.4,0,0.5,0,0.156616899,0
GNRH1,ENSG00000147437,1.8,1.3,2,1.9,4.3,0.7,1.5,1.8,2,3,5.4,1,1.6,3.2,1.1,0.7,0.3,2.5,2.6,2.5,0.4,1.1,2.1,2.8,2,1.1,2.4,1.1,10.4,2.4,1.6,3,1.1,2.6,1.1,1.7,0.8,10.4,0.3,1.722357601,1.8
BIN3,ENSG00000147439,15.1,20.8,11.7,25.5,12.1,9.2,12.6,11.2,6.8,9.7,11.5,8.1,24.3,14.9,3.8,6.4,4.3,13.1,11.5,10.8,0.9,18.8,12.1,10.3,10.7,3.5,13.3,0.6,8,8.3,11.8,8.7,11.5,9,11.9,10,8.4,25.5,0.6,5.306270668,10.8
DOK2,ENSG00000147443,10.4,4.9,33.3,10.3,3.3,1.2,2.1,5,6.4,3,0.6,2.4,2.2,9.2,1.9,0.9,2.9,34.8,25.9,1.2,0.2,0.5,10.4,1.9,3.6,1.1,1.9,1.1,1.9,8.2,8.9,35,5.6,2.8,0.9,6.6,9.1,35,0.2,9.377196748,3
SLC25A37,ENSG00000147454,9.1,26.4,22.3,80.1,12.5,6.9,10.1,5.8,48.8,12.1,7.1,3.8,10.3,10.2,3.3,5.1,3.8,11.8,6.7,12.8,3.6,27.2,11.2,29.6,6,6.7,10.1,5.4,9.5,22.9,8.2,13.4,8.1,5,12.2,4.4,4.9,80.1,3.3,14.38729809,9.5
CHMP7,ENSG00000147457,3.2,2.7,25.2,6.4,3.3,3.6,4.2,3.7,4.1,3.6,1.7,2.2,4,5.4,1.7,1.9,1.2,5.2,38.5,3.3,0.4,2.5,3.1,4.8,3.7,2.3,5.1,0.8,4.4,6,3.9,23,5.3,4.6,3,25.3,5,38.5,0.4,7.983796593,3.7
DOCK5,ENSG00000147459,4.8,3.8,11.4,14.9,6.5,10.7,6.6,8.8,11.7,7.6,6.7,2.9,8.2,10.5,4,3.2,4.8,8.1,2.4,9.2,0.8,7.1,17.4,10.3,11,2.1,8.4,0.6,6.3,14.9,5.6,18.6,6.7,10.6,13.4,1.7,4.4,18.6,0.6,4.443922155,7.1
STAR,ENSG00000147465,2.3,2879.8,4.8,1.8,0.4,3.3,0,0.1,0.1,0.2,0.7,1.8,1,0.2,0,0,0.1,0.7,1.2,245.8,0,0,0.8,0.9,0.1,0,0.4,0,6.1,0.3,0.6,0.6,0.2,201,0,1.7,0.3,2879.8,0,467.5850721,0.4
PROSC,ENSG00000147471,34.9,29.6,27.4,9,28.4,42.8,32.8,43.7,32.2,31.5,27.7,22.1,43.9,29.8,24.7,57.5,37.5,36.2,27.9,30.1,8,59.4,28.3,31.5,40.6,11.3,37,14.2,19.5,38.2,37,32.3,27.9,15.6,52.1,25.9,27.1,59.4,8,11.6253696,30.1
ERLIN2,ENSG00000147475,23.3,24,20.3,9.9,32.4,29.8,32.5,24.8,18.3,36.2,38.2,20,51.9,33.2,12.2,45.1,20.6,23.8,13.9,39.4,5.6,79.2,32.6,42,29.2,12.7,35.3,6.8,18,26.6,30.8,21,24.3,33.5,80.9,12.3,21.1,80.9,5.6,16.19554403,24.8
SNTG1,ENSG00000147481,0,0.6,0,0,0,8.6,0,0,0,0,0.3,0,0,0.1,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,3.8,0,1.2,0,0,0.6,8.6,0,1.50653798,0
PXDNL,ENSG00000147485,1.8,0.2,0.3,0,0.2,0.1,0.2,0.1,0,0.1,11.5,0.3,0.1,0.2,24.1,1.4,0,0.2,0.4,0.1,0,0.3,0,0.3,0.1,0.1,0,0.5,0.3,0.2,0.1,0.2,0,9,0.5,0.5,0.1,24.1,0,4.422399654,0.2
ST18,ENSG00000147488,0,1.2,0.1,0,0,11.6,0.1,0.1,0.5,0,0,0,0,0.3,0,0.4,0,0.2,0,0,0.4,0,0.1,0.2,0.3,0,0,0,0,0.5,0,0,1.5,0.6,0,0.1,0,11.6,0,1.880106147,0
RGS20,ENSG00000147509,0,0,0,0,0.1,10.1,0.1,0,0,0.1,0,0.4,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,1.1,0,0,0,0,0.2,2.1,0.2,0,10.1,0,1.674807971,0
TACC1,ENSG00000147526,166.8,41.7,54.5,44.1,41.8,79.7,116.5,43,22,143.4,17.3,80.1,93.4,76.1,29.1,57.4,12.4,103.2,49.5,45.2,9.5,53.5,108.1,91.2,49.9,6.8,107.2,7.2,11.9,32.3,136.4,85.6,23.6,57.1,58.5,32.8,59.2,166.8,6.8,39.96784884,53.5
GOLGA7,ENSG00000147533,45.3,41.3,38.6,26.9,42.5,96.4,46.3,26.6,31.5,56.7,33.9,38.2,37.9,52.9,18.4,45.1,24.2,45.3,42,38.4,6.8,40.4,69.7,49.5,28.6,16.8,37.2,8.8,56.7,35.7,47.3,49.8,26.8,76.2,47.8,29.3,40.1,96.4,6.8,17.06363075,40.1
PLPP5,ENSG00000147535,12.5,13.8,28.1,10.4,30.5,14.7,44.6,29.9,41.5,26.8,99.4,12.7,45.4,43.9,5.3,23.7,11.4,22.3,32,22.9,23.2,19,20.1,120.8,38.9,35.2,43.1,1.6,11.9,44.5,16.9,28,43.6,14.1,49,29.3,27.3,120.8,1.6,22.83584447,27.3
GINS4,ENSG00000147536,1,1,5.4,4,2.1,1.6,0.8,2.1,1.6,2.5,0.9,1.4,1.5,2.4,0.4,0.7,0.7,1.1,6.2,1.5,0.1,1.5,3.8,1.3,3.3,0.3,0.8,0.2,2.5,1.9,2.2,2.4,1.3,5.5,2.1,5.5,1.5,6.2,0.1,1.54864629,1.5
NSD3,ENSG00000147548,24.7,19.1,33.3,38.8,29.1,46.8,36.5,22.2,24.2,38.1,21.2,25.2,38.5,39,8.3,21.8,8.6,30.9,41.7,44.8,4.2,46.9,47.8,34.2,29.3,7.9,34.2,3.7,22,29.5,29.3,37,27.8,26.8,46.3,28.4,29.8,47.8,3.7,11.83261763,29.3
DNAJC5B,ENSG00000147570,0.4,0,4,0.2,0.8,0,0.5,1.1,1.2,0.3,0.3,0.3,0.8,1,0.2,0.3,0.9,9.1,8.5,0.2,0,0.2,0.1,0.5,1.4,0.1,0.4,0.2,0,1.2,0.1,2,0.6,114.3,0.1,3.4,1.8,114.3,0,18.45616962,0.4
CRH,ENSG00000147571,1.2,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,8,0,0,0,0,0,0,0,0.2,0,0.1,0.5,0.2,0,0,8,0,1.335452419,0
TRIM55,ENSG00000147573,1.4,0,0.1,0,0.2,0,0.4,0,0.1,0.3,4.3,0.8,8.4,0.2,40,5,19.7,0.3,0.1,0,0,0,0,1,0.1,0.2,0.3,10.2,0,0,0.1,0,0,13.2,0.5,0.4,0.1,40,0,7.48564343,0.2
ADHFE1,ENSG00000147576,8.1,1.1,0.4,0,2,9,1.9,0.4,0.6,1.9,1.6,0.6,2.4,1.3,14.1,6.7,14.3,1.8,0.4,2.6,0,9.6,1.5,5.5,0.9,0.6,2.7,8.5,0.5,0.4,0.3,1,1.7,1,2.9,0.3,0.5,14.3,0,3.771344417,1.5
MRPS28,ENSG00000147586,52.1,114.1,44.4,19.8,59.4,87.5,48.8,51.9,33.7,45.6,46.9,40.9,56.9,45.9,66.9,83.2,56.5,45.3,43.1,35.4,6.5,77.6,58.9,49.9,45.5,11.5,47.4,54.9,35,35.8,47.7,37.1,33.2,46.4,90.5,34.5,41.2,114.1,6.5,20.67787411,46.4
PMP2,ENSG00000147588,2.1,1.9,1.9,0,0.2,288.6,2,1.1,0.4,0.2,2.2,0.8,0.4,1.7,0.9,0.2,0.1,0.1,0,0.3,0,0,0,1,0.7,0.4,5.2,0.1,0.4,0.7,0.5,0.1,0.2,0.2,0.1,0,0.4,288.6,0,46.69131821,0.4
LACTB2,ENSG00000147592,22.5,48.1,17.6,2.1,23.9,13.7,16.7,22,39.8,16.5,14.4,11.8,16.1,46.2,20.7,80.4,49.9,30.5,18.5,12.5,3.2,20.9,15.6,25.7,23.6,6.7,13.6,10,15.4,37.6,23.2,16.2,15.3,119.4,35.4,12.5,18.6,119.4,2.1,21.61089362,18.5
PRDM14,ENSG00000147596,0.1,0.1,0.1,0.3,0.1,0.2,0.1,0,0.3,0.3,0.4,0.1,0.1,0.2,0.2,0.2,0,0.3,0.1,0.2,0,0.3,0.1,0.2,0.1,0,0.2,0,0.5,0.1,0.2,0.3,0.1,1.7,0.3,0,0.1,1.7,0,0.276019923,0.1
TERF1,ENSG00000147601,18.9,28.3,16.8,18.3,20.7,45.8,24.6,14,13.8,35.7,17.8,15.9,28.7,22.1,11.9,26.6,10.7,20.1,21.2,37,2.7,39,23.2,37.4,16.2,7,28,3.8,12.1,15.2,25.3,19,18.4,30.4,35.4,14,21.3,45.8,2.7,9.828052009,20.1
RPL7,ENSG00000147604,1999.8,1684,1767.5,1892.1,4011.2,1041.1,2516.6,1794.6,1330.7,3043,2240.5,1704,3041.5,1620.2,767,1695,819,1457.1,2611.1,5525.6,562.5,1385.5,1718.2,2201.5,1855.1,823.5,1757,748.1,2413.1,1381.3,2050.3,1903.8,1250.2,963.1,2697.9,2418.4,1761.5,5525.6,562.5,939.1248121,1761.5
SLC26A7,ENSG00000147606,1.6,0.1,0.1,0,0.4,0.1,2.1,0.2,0.1,4.6,0.1,0,1,1,0.5,26.3,0,0.2,4.1,0.1,0.2,0.8,0.4,0.2,0.5,0.2,0.4,0,0,0.1,0.4,0.2,5.4,0.9,550.6,0.3,0.1,550.6,0,89.15429973,0.2
PSKH2,ENSG00000147613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0.077582163,0
ATP6V0D2,ENSG00000147614,0.2,0.1,1,1.3,1.1,0.6,0.8,2.9,1.6,0.8,2.3,0.8,0.2,0.9,0.3,59.4,0.2,3.8,1.6,0.1,0.1,1.4,1.2,2.6,3.9,0.6,3.3,0,2.3,1.3,0.7,1.5,0.4,0.5,1.8,1.1,1,59.4,0,9.487416602,1
SYBU,ENSG00000147642,33.6,40.7,4.3,0,26.1,76,16.6,13.8,11,7.5,14.1,6.3,32.2,16.4,2.1,4.5,23,11.6,5.2,9.5,29.6,2.4,3.5,11.5,21.5,9.1,16.1,1.1,9.3,13,10.7,1.2,13.1,3.2,19.4,7.1,4.3,76,0,14.21414331,11
DPYS,ENSG00000147647,1,3.7,0.1,0,0.4,0.9,1.7,0.2,0,0,0.8,0.1,0.2,10.1,0,200.4,246.2,0.7,0.3,0.1,0,2.8,0.8,7.2,0,0,0.2,0,0.1,0.1,0,0.5,0,1.6,0,0,0.4,246.2,0,50.59570425,0.2
MTDH,ENSG00000147649,58.7,53.3,73.2,67.9,47.4,62.9,80.8,49.5,49.6,82.5,41.6,55.6,65.5,64.6,23.6,43.9,45,59.6,68.2,60.9,6.3,86.3,41.2,72.1,51.3,11.6,57.8,20.6,32.4,55.8,89,56,44.1,70.7,104.4,54.8,62,104.4,6.3,20.36739865,56
LRP12,ENSG00000147650,6.7,6.2,5.4,1.4,5.3,19.1,9.8,4.8,3.1,27.8,4.9,4.6,9.5,11.9,9,7,0.7,6.8,1.9,7.5,0.9,18.6,7.6,10.7,5.3,1.6,8.3,3.2,3.5,3.3,27.5,5.2,2.7,9.2,11.4,2.1,6,27.8,0.7,6.353413121,6
EBAG9,ENSG00000147654,25.8,37,23.5,10.7,40.5,31.8,54.6,28.3,23.6,37.8,54.5,18.7,44.7,30.6,16.3,39,23,42.2,29.2,27.3,7.7,50.8,26.1,38,34.4,18.1,38.9,18.5,21.3,23.1,25.3,28.5,25,46.5,96.5,24.5,21.5,96.5,7.7,15.53338072,28.3
